"text","label"
"@AmericanAir all I want is to know what to do regarding my connecting flights since my 1st is Cancelled Flightled. Could you be of assistance?","negative"
"@AmericanAir Hi guys, can you tell me what the emergency is for #AA65 diverting to #Heathrow from Zurich-New York? Thanks, John.","neutral"
"@AmericanAir thanks. They did not charge anything in the end so all is good.","positive"
"@AmericanAir Hi. I have KOA-LAX-PHL-ORD booked as a 1-way savr awrd. If I called to chnge it to KOA-LAX-PHX-ORD would I have to pay any fees","neutral"
"@AmericanAir I don't want to waste any more of my time on your airline (you've already robbed 21 hours of my day) but I definitely will.","negative"
"@AmericanAir So i was visiting SJU and was returning to Paris and they checked my bag at the gate in SJU, i arrived in paris and nothing,(1)","negative"
"@AmericanAir Please REPLY!  How do you mess up my rebook TWICE???","negative"
"@AmericanAir - Whoooo Hooooo just crossed 25,367!!! At my current pace I should reach 152,202 for the year.","positive"
"@AmericanAir would like to talk to someone, please follow.","neutral"
"@AmericanAir I was on a flight for tomorrow and my reservation is coming up.  Help me!","neutral"
"@AmericanAir I've been on hold with international award reservations for almost 2 hours. 800-433-7300 keeps calling me. what is going on?","negative"
"@AmericanAir @ArminRosen @ggreenwald Tell that piece of shit to get fucked... I'll fly exclusively with you for life...","negative"
"@AmericanAir we made it so no worries... You guys did good tonight and even put @ESPN_CoachMack on my flight #firstclass","positive"
"@AmericanAir How do I check? Reservation for Joe Watson and Kelsey Jennings. We were on hold for 2 hours. Waiting for call back now. ETA?","negative"
"@AmericanAir Hey AA, a suggestion: Note on your seat maps what seats have electronics box blocking legroom. AA215 http://t.co/hcNN0wXQQr","negative"
"@AmericanAir The pilot told us they would release bags as well as offer hotel vouchers. Neither happened.","negative"
"?ú@AmericanAir:  ""Jason, you'll end up missing your connection. Please see our DFW agents for assistance.?? Nope! Hasn't taken off yet, still!","negative"
"@AmericanAir guys 5350 in dfw  stuck at the gate for half an hour.  Do we pull the slide or what?","negative"
"@AmericanAir thanks. Bummer. Poor planning on my part. I assume the card in Passbook won't work either?","neutral"
"@AmericanAir you set a schedule try and keep it !!! #AAALWAYSLate Flight","neutral"
"@AmericanAir @MO3TVida just so you know, reservations team has a 2+ hr callback time","negative"
"@AmericanAir I've never witnessed such covert tactics from an airline.","negative"
"@AmericanAir flight attendants on AA2402 were spectacular.Fed the ENTIRE cabin then food from coach. Why do you keep serving this vile food","negative"
"@AmericanAir Flight 1512 (N924AN) departs @FlyTPA enroute to @dfwairport http://t.co/j0mhMkDiVl","neutral"
"@AmericanAir @jaynegelman How,about more@Blacklist too!!","neutral"
"@AmericanAir a worker just checked for ice on our plane using his cell phone flashlight! Really?! Come on!","negative"
"@AmericanAir @manuel_c ""here for you"" as in, yeah, we'll tweet platitudes at you so you'll think our Twitter bot cares? Or....","negative"
"@AmericanAir i appreciate your apology. Sincerely. Thank you. That's really all I ever wanted to begin with.","positive"
"@AmericanAir versus @JetBlue 
in Customer Service?
Who will win!
For Me @AmericanAir is a convenience to a trip to Cali &lt;3","positive"
"@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck","negative"
"@AmericanAir ah if only we could get through. We've tried for over 2 hrs. Can we call @united?","negative"
"@AmericanAir I'm on 1024 into Dallas. Do I have any chance of catching 2238 to Boston? Do I need to run from Gate D6 to A15?.","neutral"
"@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :(","negative"
"@AmericanAir - very upset with my hometown airline. Stuck in Den Flt Cancelled Flightled. Others here with me got new Flt info","negative"
"@AmericanAir Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz.","negative"
"@AmericanAir Do you happen to know if that plane will be repainted, or fly ""off into the sunset?""","neutral"
"@AmericanAir shoutout to the agent on duty now @ Gate B1 #ABQ / outstanding customer service w delayed FLT 336 http://t.co/OoEJ4d4JoP","positive"
"@AmericanAir I can't keep dialing you guys all day. Can I get into the callback queue?","negative"
"@AmericanAir 62 inches !?","neutral"
"@AmericanAir check your dm pls","neutral"
"@AmericanAir Thank you! You will see me :)","positive"
"@AmericanAir yes, and rebooked incorrectly.","negative"
"@AmericanAir 2293 is the Cancelled Flightled one","negative"
"@AmericanAir Are you kidding? You don't think I've done that?? I've called dozens of times &amp; it tells me to call back &amp; hangs up.","negative"
"@AmericanAir Flight for tomorrow has already been Cancelled Flightled, what do I do now?","negative"
"@AmericanAir so how do we get me a person?","neutral"
"@AmericanAir appreciate update. Have also appreciated our pilots effort to explain to us just now. Accurate, authoritative comms is vital.","positive"
"@americanair Greatest Newark Gate Agents ever: David Deane, Norma Sedholm and Luz Calderon just made me feel like a king. #AmericanAirlines","positive"
"@AmericanAir On flt 1627 from DFW to FAT on 2/23 and it was 86'd. Can you rebook me on the 1359 flight tonight? Can't get through on phone.","neutral"
"@AmericanAir tried ringing but told me to try again Late Flightr. I'm supposed to be leaving in an hour...","negative"
"@AmericanAir I can't get ahold of aadvantage reservations.  I need to ticket a reservation that Cancelled Flights soon.  can you help?","neutral"
"@AmericanAir I am trying to switch my flight to AA 1359 I am currently on AA 2401 at 6:50am MONDAY morn then AA 2586! Help Me!!","neutral"
